cm-1,absorbancia
3240,0.30140
3238,0.29626
3236,0.29392
3234,0.28871
3232,0.29164
3230,0.28496
3228,0.28695
3226,0.27662
3224,0.28125
3222,0.27121
3220,0.26811
3218,0.26931
3216,0.26957
3214,0.26686
3212,0.25881
3210,0.25820
3208,0.25439
3206,0.25107
3204,0.25249
3202,0.24411
3200,0.24300
3198,0.24381
3196,0.24144
3194,0.23363
3192,0.23342
3190,0.22756
3188,0.22535
3186,0.22589
3184,0.21941
3182,0.22223
3180,0.21620
3178,0.21191
3176,0.21090
3174,0.20452
3172,0.20814
3170,0.20268
3168,0.19947
3166,0.19665
3164,0.19491
3162,0.19199
3160,0.19245
3158,0.18794
3156,0.18363
3154,0.18632
3152,0.17740
3150,0.17792
3148,0.17926
3146,0.17168
3144,0.16835
3142,0.16849
3140,0.16466
3138,0.16170
3136,0.15977
3134,0.15801
3132,0.15874
3130,0.15305
3128,0.15155
3126,0.15251
3124,0.14929
3122,0.14429
3120,0.14685
3118,0.14724
3116,0.13918
3114,0.13630
3112,0.13832
3110,0.13751
3108,0.13055
3106,0.13038
3104,0.13242
3102,0.13210
3100,0.12961
3098,0.12620
3096,0.12730
3094,0.12025
3092,0.12062
3090,0.11567
3088,0.11411
3086,0.11348
3084,0.11177
3082,0.11092
3080,0.10908
3078,0.10522
3076,0.10954
3074,0.10242
3072,0.10624
3070,0.10548
3068,0.10409
3066,0.10148
3064,0.09829
3062,0.09766
3060,0.09446
3058,0.09513
3056,0.09117
3054,0.09461
3052,0.08809
3050,0.08763
3048,0.08820
3046,0.08909
3044,0.08330
3042,0.08465
3040,0.08509
3038,0.07967
3036,0.08540
3034,0.07826
3032,0.07978
3030,0.08336
3028,0.08098
3026,0.07686
3024,0.07841
3022,0.07193
3020,0.07316
3018,0.07426
3016,0.07332
3014,0.07514
3012,0.07414
3010,0.06980
3008,0.06654
3006,0.07195
3004,0.06603
3002,0.06996
3000,0.07047
2998,0.06892
2996,0.06232
2994,0.06730
2992,0.06728
2990,0.06282
2988,0.06066
2986,0.05901
2984,0.06286
2982,0.05861
2980,0.06371
2978,0.05717
2976,0.06062
2974,0.05998
2972,0.05857
2970,0.06078
2968,0.05516
2966,0.05549
2964,0.05534
2962,0.05781
2960,0.05907
2958,0.05745
2956,0.05569
2954,0.05524
2952,0.05070
2950,0.05274
2948,0.05576
2946,0.04936
2944,0.05250
2942,0.05459
2940,0.05427
2938,0.05036
2936,0.04748
2934,0.04649
2932,0.04628
2930,0.05336
2928,0.05148
2926,0.05140
2924,0.04936
2922,0.05002
2920,0.04483
2918,0.04930
2916,0.05067
2914,0.04887
2912,0.04509
2910,0.04428
2908,0.04573
2906,0.05039
2904,0.04442
2902,0.04821
2900,0.04535
2898,0.04512
2896,0.04927
2894,0.04627
2892,0.04139
2890,0.04880
2888,0.04591
2886,0.04324
2884,0.04410
2882,0.04667
2880,0.04562
2878,0.04387
2876,0.04145
2874,0.04116
2872,0.04495
2870,0.04638
2868,0.04526
2866,0.04700
2864,0.04278
2862,0.04223
2860,0.04665
2858,0.03985
2856,0.04182
2854,0.04117
2852,0.04146
2850,0.04270
2848,0.04417
2846,0.03898
2844,0.04028
2842,0.04008
2840,0.04448
2838,0.03865
2836,0.04376
2834,0.04411
2832,0.04242
2830,0.03846
2828,0.03765
2826,0.03881
2824,0.04213
2822,0.03789
2820,0.04043
2818,0.04242
2816,0.04012
2814,0.04251
2812,0.03800
2810,0.04215
2808,0.03735
2806,0.04305
2804,0.04209
2802,0.03733
2800,0.04118
2798,0.04170
2796,0.03902
2794,0.03718
2792,0.04060
2790,0.04082
2788,0.03744
2786,0.03720
2784,0.03665
2782,0.03913
2780,0.04172
2778,0.04044
2776,0.04335
2774,0.04252
2772,0.04346
2770,0.03969
2768,0.04106
2766,0.04267
2764,0.03796
2762,0.03874
2760,0.04163
2758,0.03852
2756,0.04211
2754,0.04087
2752,0.04321
2750,0.04173
2748,0.03636
2746,0.03858
2744,0.03812
2742,0.04133
2740,0.04352
2738,0.04089
2736,0.03956
2734,0.04055
2732,0.03876
2730,0.04005
2728,0.03873
2726,0.04110
2724,0.03573
2722,0.03811
2720,0.03798
2718,0.03592
2716,0.03917
2714,0.03919
2712,0.03566
2710,0.04159
2708,0.03683
2706,0.03575
2704,0.04016
2702,0.03548
2700,0.03721
2698,0.04291
2696,0.04100
2694,0.04075
2692,0.04174
2690,0.03700
2688,0.04235
2686,0.03646
2684,0.04212
2682,0.04038
2680,0.04279
2678,0.03569
2676,0.03935
2674,0.03671
2672,0.03878
2670,0.03699
2668,0.03513
2666,0.04287
2664,0.03562
2662,0.03620
2660,0.03624
2658,0.04147
2656,0.03541
2654,0.03980
2652,0.04247
2650,0.04022
2648,0.03767
2646,0.03880
2644,0.03889
2642,0.03829
2640,0.04229
2638,0.04053
2636,0.03882
2634,0.04167
2632,0.03833
2630,0.04120
2628,0.04240
2626,0.03975
2624,0.03640
2622,0.04050
2620,0.04122
2618,0.04127
2616,0.03624
2614,0.04137
2612,0.04166
2610,0.03761
2608,0.03897
2606,0.03595
2604,0.04158
2602,0.03577
2600,0.03990
2598,0.03701
2596,0.04105
2594,0.04095
2592,0.03528
2590,0.03981
2588,0.04159
2586,0.03902
2584,0.03874
2582,0.04161
2580,0.03870
2578,0.03885
2576,0.04103
2574,0.03998
2572,0.03820
2570,0.03683
2568,0.04067
2566,0.03692
2564,0.04111
2562,0.03948
2560,0.03514
2558,0.03808
2556,0.03954
2554,0.03441
2552,0.04021
2550,0.03800
2548,0.03641
2546,0.04177
2544,0.03909
2542,0.04073
2540,0.03943
2538,0.03621
2536,0.03701
2534,0.03872
2532,0.03808
2530,0.03556
2528,0.03876
2526,0.03530
2524,0.03826
2522,0.03834
2520,0.04098
2518,0.03777
2516,0.03907
2514,0.03821
2512,0.03671
2510,0.03820
2508,0.03851
2506,0.04146
2504,0.03983
2502,0.04120
2500,0.03659
2498,0.03976
2496,0.03507
2494,0.03962
2492,0.03865
2490,0.03615
2488,0.04117
2486,0.03342
2484,0.03928
2482,0.04057
2480,0.03683
2478,0.03679
2476,0.03365
2474,0.04084
2472,0.03708
2470,0.03669
2468,0.04088
2466,0.03745
2464,0.03368
2462,0.03579
2460,0.03787
2458,0.04013
2456,0.03519
2454,0.03519
2452,0.04050
2450,0.03832
2448,0.03633
2446,0.03777
2444,0.03456
2442,0.03978
2440,0.03625
2438,0.03549
2436,0.03726
2434,0.03334
2432,0.03535
2430,0.03372
2428,0.03578
2426,0.03801
2424,0.03823
2422,0.03960
2420,0.03955
2418,0.03452
2416,0.03649
2414,0.03978
2412,0.03689
2410,0.03343
2408,0.03487
2406,0.03444
2404,0.04067
2402,0.03993
2400,0.03451
2398,0.03694
2396,0.03348
2394,0.03745
2392,0.03278
2390,0.03792
2388,0.03310
2386,0.03427
2384,0.03751
2382,0.03935
2380,0.03680
2378,0.03513
2376,0.03901
2374,0.03337
2372,0.03714
2370,0.03407
2368,0.03776
2366,0.03510
2364,0.03978
2362,0.03860
2360,0.03513
2358,0.03266
2356,0.04016
2354,0.03328
2352,0.03301
2350,0.03942
2348,0.03741
2346,0.03291
2344,0.03378
2342,0.03562
2340,0.03829
2338,0.03342
2336,0.03435
2334,0.03651
2332,0.03774
2330,0.03850
2328,0.03382
2326,0.03812
2324,0.03662
2322,0.03828
2320,0.03651
2318,0.03378
2316,0.03932
2314,0.03400
2312,0.03383
2310,0.03254
2308,0.03987
2306,0.03696
2304,0.03871
2302,0.03660
2300,0.03913
2298,0.03568
2296,0.03222
2294,0.03283
2292,0.03368
2290,0.03961
2288,0.03596
2286,0.03961
2284,0.03910
2282,0.03732
2280,0.03784
2278,0.03599
2276,0.03621
2274,0.03749
2272,0.03692
2270,0.03443
2268,0.03496
2266,0.03460
2264,0.03498
2262,0.03210
2260,0.03643
2258,0.03167
2256,0.03621
2254,0.03398
2252,0.03580
2250,0.03799
2248,0.03903
2246,0.03884
2244,0.03475
2242,0.03412
2240,0.03724
2238,0.03320
2236,0.03395
2234,0.03415
2232,0.03451
2230,0.03248
2228,0.03429
2226,0.03342
2224,0.03754
2222,0.03434
2220,0.03746
2218,0.03182
2216,0.03567
2214,0.03144
2212,0.03852
2210,0.03681
2208,0.03258
2206,0.03273
2204,0.03705
2202,0.03219
2200,0.03755
2198,0.03628
2196,0.03153
2194,0.03690
2192,0.03812
2190,0.03502
2188,0.03558
2186,0.03582
2184,0.03357
2182,0.03420
2180,0.03667
2178,0.03880
2176,0.03502
2174,0.03798
2172,0.03595
2170,0.03801
2168,0.03561
2166,0.03608
2164,0.03779
2162,0.03573
2160,0.03656
2158,0.03174
2156,0.03564
2154,0.03670
2152,0.03257
2150,0.03399
2148,0.03493
2146,0.03719
2144,0.03829
2142,0.03555
2140,0.03556
2138,0.03685
2136,0.03147
2134,0.03121
2132,0.03454
2130,0.03758
2128,0.03436
2126,0.03809
2124,0.03160
2122,0.03535
2120,0.03704
2118,0.03272
2116,0.03816
2114,0.03736
2112,0.03632
2110,0.03417
2108,0.03650
2106,0.03440
2104,0.03374
2102,0.03625
2100,0.03762
2098,0.03669
2096,0.03046
2094,0.03805
2092,0.03639
2090,0.03538
2088,0.03441
2086,0.03178
2084,0.03279
2082,0.03355
2080,0.03366
2078,0.03319
2076,0.03365
2074,0.03728
2072,0.03529
2070,0.03356
2068,0.03171
2066,0.03440
2064,0.03169
2062,0.03449
2060,0.03243
2058,0.03156
2056,0.03764
2054,0.03260
2052,0.03337
2050,0.03730
2048,0.03205
2046,0.03111
2044,0.03059
2042,0.03356
2040,0.03179
2038,0.02973
2036,0.03285
2034,0.03558
2032,0.03131
2030,0.03366
2028,0.03411
2026,0.03039
2024,0.03173
2022,0.03708
2020,0.03305
2018,0.03397
2016,0.03290
2014,0.03405
2012,0.03012
2010,0.03728
2008,0.03219
2006,0.03212
2004,0.03091
2002,0.03721
2000,0.03549
1998,0.02968
1996,0.03029
1994,0.03054
1992,0.03221
1990,0.03216
1988,0.03408
1986,0.03523
1984,0.03177
1982,0.03227
1980,0.03280
1978,0.03690
1976,0.02923
1974,0.03336
1972,0.03615
1970,0.03280
1968,0.03381
1966,0.02907
1964,0.03081
1962,0.03540
1960,0.03166
1958,0.03027
1956,0.03032
1954,0.03561
1952,0.03687
1950,0.03266
1948,0.03539
1946,0.03182
1944,0.03396
1942,0.03583
1940,0.02964
1938,0.03296
1936,0.03376
1934,0.03521
1932,0.03299
1930,0.03353
1928,0.03420
1926,0.02986
1924,0.02970
1922,0.03290
1920,0.03161
1918,0.03524
1916,0.02939
1914,0.02891
1912,0.03019
1910,0.03615
1908,0.03383
1906,0.02986
1904,0.03126
1902,0.03289
1900,0.03613
1898,0.03520
1896,0.03399
1894,0.03188
1892,0.02880
1890,0.03277
1888,0.03304
1886,0.03368
1884,0.03151
1882,0.03096
1880,0.03303
1878,0.03372
1876,0.03102
1874,0.03375
1872,0.02914
1870,0.02877
1868,0.03199
1866,0.02888
1864,0.03370
1862,0.03229
1860,0.03526
1858,0.02918
1856,0.03038
1854,0.03176
1852,0.03420
1850,0.03322
1848,0.03539
1846,0.03119
1844,0.03384
1842,0.02942
1840,0.03162
1838,0.03589
1836,0.03533
1834,0.03371
1832,0.03109
1830,0.03055
1828,0.03434
1826,0.03291
1824,0.03551
1822,0.02789
1820,0.02813
1818,0.02790
1816,0.03446
1814,0.03498
1812,0.02780
1810,0.02878
1808,0.03088
1806,0.03419
1804,0.03438
1802,0.03209
1800,0.02947
1798,0.03021
1796,0.03552
1794,0.02824
1792,0.02976
1790,0.03206
1788,0.03332
1786,0.03351
1784,0.03552
1782,0.03360
1780,0.03635
1778,0.03893
1776,0.03851
1774,0.04183
1772,0.03855
1770,0.04227
1768,0.04814
1766,0.05196
1764,0.05718
1762,0.06641
1760,0.07129
1758,0.08437
1756,0.09411
1754,0.10743
1752,0.12283
1750,0.13563
1748,0.15812
1746,0.17419
1744,0.19128
1742,0.21267
1740,0.22871
1738,0.24548
1736,0.26109
1734,0.27747
1732,0.29219
1730,0.30029
1728,0.30940
1726,0.31086
1724,0.31013
1722,0.30977
1720,0.29892
1718,0.29186
1716,0.27720
1714,0.26239
1712,0.25195
1710,0.23377
1708,0.21736
1706,0.19898
1704,0.17763
1702,0.16076
1700,0.14907
1698,0.13436
1696,0.12151
1694,0.11186
1692,0.10144
1690,0.09481
1688,0.09044
1686,0.08901
1684,0.08603
1682,0.08446
1680,0.08667
1678,0.09380
1676,0.09680
1674,0.10383
1672,0.11634
1670,0.12620
1668,0.13579
1666,0.14487
1664,0.16221
1662,0.17237
1660,0.18658
1658,0.20655
1656,0.22484
1654,0.23516
1652,0.25289
1650,0.27313
1648,0.28886
1646,0.30836
1644,0.32097
1642,0.33744
1640,0.35377
1638,0.37292
1636,0.38509
1634,0.39916
1632,0.40436
1630,0.41339
1628,0.41906
1626,0.42427
1624,0.42775
1622,0.42852
1620,0.42532
1618,0.42828
1616,0.41707
1614,0.41148
1612,0.40609
1610,0.39117
1608,0.38332
1606,0.37289
1604,0.35158
1602,0.33902
1600,0.32004
1598,0.30696
1596,0.28758
1594,0.27425
1592,0.25270
1590,0.23673
1588,0.22000
1586,0.20805
1584,0.18807
1582,0.17319
1580,0.16089
1578,0.14285
1576,0.13289
1574,0.12101
1572,0.10998
1570,0.10235
1568,0.08851
1566,0.08083
1564,0.07480
1562,0.06719
1560,0.06510
1558,0.06279
1556,0.05354
1554,0.05193
1552,0.04794
1550,0.04756
1548,0.04208
1546,0.04012
1544,0.03474
1542,0.03298
1540,0.03327
1538,0.03323
1536,0.03289
1534,0.03516
1532,0.03460
1530,0.03120
1528,0.02824
1526,0.02704
1524,0.02900
1522,0.02888
1520,0.02722
1518,0.03192
1516,0.02975
1514,0.02686
1512,0.02815
1510,0.03106
1508,0.03018
1506,0.03289
1504,0.02760
1502,0.02702
1500,0.02711
1498,0.03219
1496,0.02551
1494,0.02949
1492,0.02652
1490,0.02679
1488,0.02660
1486,0.02911
1484,0.03013
1482,0.02997
1480,0.02977
1478,0.02614
1476,0.02753
1474,0.03193
1472,0.03112
1470,0.03113
1468,0.02845
1466,0.02687
1464,0.02805
1462,0.02884
1460,0.02768
1458,0.02539
1456,0.03026
1454,0.02632
1452,0.02943
1450,0.02659
1448,0.02908
1446,0.02841
1444,0.02762
1442,0.02976
1440,0.03088
1438,0.02577
1436,0.02482
1434,0.03202
1432,0.03014
1430,0.02653
1428,0.03035
1426,0.03174
1424,0.03183
1422,0.02867
1420,0.02829
1418,0.02819
1416,0.02665
1414,0.03231
1412,0.02792
1410,0.02526
1408,0.02485
1406,0.02504
1404,0.03131
1402,0.02560
1400,0.03221
1398,0.02729
1396,0.02659
1394,0.02713
1392,0.02983
1390,0.03105
1388,0.02963
1386,0.02816
1384,0.02925
1382,0.02693
1380,0.03061
1378,0.02519
1376,0.02870
1374,0.02874
1372,0.02426
1370,0.02955
1368,0.02602
1366,0.03067
1364,0.02434
1362,0.02695
1360,0.02975
1358,0.02631
1356,0.02891
1354,0.03016
1352,0.02829
1350,0.02847
1348,0.02512
1346,0.02484
1344,0.03054
1342,0.03107
1340,0.02814
1338,0.02672
1336,0.02967
1334,0.03217
1332,0.03078
1330,0.03026
1328,0.03180
1326,0.03125
1324,0.03049
1322,0.03089
1320,0.02903
1318,0.02796
1316,0.03043
1314,0.03295
1312,0.03056
1310,0.03528
1308,0.03305
1306,0.03749
1304,0.04348
1302,0.04240
1300,0.04684
1298,0.04582
1296,0.04867
1294,0.05615
1292,0.05693
1290,0.06118
1288,0.06756
1286,0.07219
1284,0.07183
1282,0.08027
1280,0.08921
1278,0.09306
1276,0.09724
1274,0.10896
1272,0.11731
1270,0.12008
1268,0.12928
1266,0.14238
1264,0.15107
1262,0.16069
1260,0.16633
1258,0.17969
1256,0.18756
1254,0.19826
1252,0.20802
1250,0.21793
1248,0.23165
1246,0.23404
1244,0.24448
1242,0.25129
1240,0.26116
1238,0.26434
1236,0.27233
1234,0.27987
1232,0.28090
1230,0.28180
1228,0.28795
1226,0.28583
1224,0.28864
1222,0.28777
1220,0.28212
1218,0.28050
1216,0.27448
1214,0.27213
1212,0.26228
1210,0.25617
1208,0.24856
1206,0.24755
1204,0.23461
1202,0.23055
1200,0.21470
1198,0.21110
1196,0.20075
1194,0.18995
1192,0.17791
1190,0.17281
1188,0.16203
1186,0.14800
1184,0.13967
1182,0.12853
1180,0.12633
1178,0.11423
1176,0.10917
1174,0.09699
1172,0.09075
1170,0.08923
1168,0.08045
1166,0.07802
1164,0.07063
1162,0.06845
1160,0.06307
1158,0.05547
1156,0.05567
1154,0.04672
1152,0.04775
1150,0.04933
1148,0.04745
1146,0.04137
1144,0.03837
1142,0.04024
1140,0.03878
1138,0.04178
1136,0.04373
1134,0.04710
1132,0.04524
1130,0.05132
1128,0.05250
1126,0.05687
1124,0.06138
1122,0.06965
1120,0.07285
1118,0.08335
1116,0.08810
1114,0.09737
1112,0.10407
1110,0.11407
1108,0.13155
1106,0.14283
1104,0.15800
1102,0.17025
1100,0.18827
1098,0.20556
1096,0.22562
1094,0.24318
1092,0.26549
1090,0.28451
1088,0.30326
1086,0.32864
1084,0.35170
1082,0.37421
1080,0.39451
1078,0.41542
1076,0.43913
1074,0.45359
1072,0.47857
1070,0.49375
1068,0.50937
1066,0.52230
1064,0.54081
1062,0.55490
1060,0.56271
1058,0.56432
1056,0.57073
1054,0.57851
1052,0.57281
1050,0.57572
1048,0.56968
1046,0.56100
1044,0.55388
1042,0.53931
1040,0.52426
1038,0.51306
1036,0.49753
1034,0.47890
1032,0.45616
1030,0.43626
1028,0.41150
1026,0.39327
1024,0.36611
1022,0.34860
1020,0.32758
1018,0.30486
1016,0.28485
1014,0.26335
1012,0.24492
1010,0.22101
1008,0.20631
1006,0.18799
1004,0.16880
1002,0.15108
1000,0.14373
998,0.13121
996,0.11812
994,0.10813
992,0.09478
990,0.08322
988,0.08023
986,0.07293
984,0.06245
982,0.05576
980,0.05285
978,0.05161
976,0.04893
974,0.03814
972,0.04287
970,0.04020
968,0.03693
966,0.03183
964,0.03019
962,0.03188
960,0.03212
958,0.02436
956,0.02705
954,0.02895
952,0.02602
950,0.02987
948,0.02958
946,0.02380
944,0.02145
942,0.02163
940,0.02845
938,0.02725
936,0.02410
934,0.02380
932,0.02345
930,0.02455
928,0.02628
926,0.02369
924,0.02071
922,0.02127
920,0.02626
918,0.02381
916,0.02515
914,0.02318
912,0.02504
910,0.02664
908,0.02695
906,0.02025
904,0.02408
902,0.02734
900,0.02241
898,0.02290
896,0.02554
894,0.02762
892,0.02404
890,0.02459
888,0.02280
886,0.02153
884,0.02433
882,0.02282
880,0.02669
878,0.02675
876,0.02390
874,0.02480
872,0.02315
870,0.02009
868,0.02059
866,0.02167
864,0.02397
862,0.02259
860,0.02622
858,0.02169
856,0.02220
854,0.02121
852,0.02751
850,0.02631
848,0.02573
846,0.02433
844,0.02588
842,0.02726
840,0.02499
838,0.02204
836,0.02075
834,0.02494
832,0.02396
830,0.02458
828,0.02690
826,0.02205
824,0.02656
822,0.02573
820,0.02656
818,0.02069
816,0.02366
814,0.02064
812,0.02289
810,0.02105
808,0.02058
806,0.02492
804,0.01940
802,0.02176
800,0.02664
798,0.02026
796,0.02400
794,0.02409
792,0.02635
790,0.02576
788,0.02623
786,0.02009
784,0.02587
782,0.02388
780,0.02639
778,0.02676
776,0.02244
774,0.02444
772,0.02114
770,0.02247
768,0.02630
766,0.02344
764,0.02017
762,0.01972
760,0.02677
758,0.02419
756,0.02662
754,0.02222
752,0.02018
750,0.02560
748,0.01985
746,0.02468
744,0.01914
742,0.02083
740,0.02119
738,0.02326
736,0.02090
734,0.01955
732,0.02129
730,0.02276
728,0.02635
726,0.02072
724,0.02167
722,0.02084
720,0.01932
718,0.02524
716,0.02118
714,0.02333
712,0.02577
710,0.01935
708,0.01985
706,0.01862
704,0.02258
702,0.02216
700,0.01896
698,0.02548
696,0.01941
694,0.02028
692,0.02169
690,0.02631
688,0.02344
686,0.02262
684,0.02529
682,0.02387
680,0.02248
678,0.02273
676,0.02104
674,0.02185
672,0.02012
670,0.02548
668,0.02100
666,0.01912
664,0.02252
662,0.02554
660,0.01983
658,0.02203
656,0.02259
654,0.01846
652,0.01856
650,0.02471
648,0.02094
646,0.02373
644,0.02278
642,0.02161
640,0.02147
638,0.02085
636,0.01799
634,0.02235
632,0.02109
630,0.02147
628,0.02260
626,0.02499
624,0.02326
622,0.02283
620,0.02535
618,0.01790
616,0.01887
614,0.02162
612,0.02368
610,0.01834
608,0.02425
606,0.02122
604,0.02169
602,0.02177
600,0.01978
598,0.02375
596,0.02434
594,0.01824
592,0.01882
590,0.02373
588,0.01849
586,0.01774
584,0.01852
582,0.02266
580,0.02146
578,0.02082
576,0.01825
574,0.02171
572,0.02362
570,0.02445
568,0.02106
566,0.02337
564,0.02176
562,0.01940
560,0.02408
558,0.01949
556,0.02179
554,0.02519
552,0.02120
550,0.02465
548,0.01944
546,0.01865
544,0.01991
542,0.02405
540,0.01752
538,0.02239
536,0.01968
534,0.01904
532,0.02043
530,0.02118
528,0.02175
526,0.01936
524,0.02055
522,0.02442
520,0.02174
518,0.01736
516,0.01705
514,0.01874
512,0.01884
510,0.02110
508,0.02184
506,0.02104
504,0.02118
502,0.01773
500,0.01725
498,0.01983
496,0.02096
494,0.01996
492,0.02401
490,0.01928
488,0.01900
486,0.02308
484,0.02429
482,0.01784
480,0.02031
478,0.02137
476,0.02228
474,0.01980
472,0.02040
470,0.01918
468,0.02298
466,0.01969
464,0.01977
462,0.02180
460,0.02392
458,0.02183
456,0.01840
454,0.01713
452,0.02031
450,0.02300
448,0.02377
446,0.01749
444,0.01825
442,0.01651
440,0.01994
438,0.01640
