cm-1,absorbancia
3674,0.08370
3672,0.08706
3670,0.08577
3668,0.09453
3666,0.09462
3664,0.09730
3662,0.09348
3660,0.09648
3658,0.09575
3656,0.09936
3654,0.10079
3652,0.10873
3650,0.10807
3648,0.10884
3646,0.10800
3644,0.10937
3642,0.11273
3640,0.11301
3638,0.12204
3636,0.11965
3634,0.12616
3632,0.12552
3630,0.12579
3628,0.12910
3626,0.13180
3624,0.13203
3622,0.13851
3620,0.13701
3618,0.14388
3616,0.14204
3614,0.14805
3612,0.14636
3610,0.15312
3608,0.15592
3606,0.16130
3604,0.16425
3602,0.16178
3600,0.17036
3598,0.17375
3596,0.16917
3594,0.17369
3592,0.17933
3590,0.18054
3588,0.18288
3586,0.19108
3584,0.19367
3582,0.19379
3580,0.19549
3578,0.19959
3576,0.20838
3574,0.20881
3572,0.21335
3570,0.21323
3568,0.21690
3566,0.22370
3564,0.23036
3562,0.22888
3560,0.23733
3558,0.24313
3556,0.24444
3554,0.24595
3552,0.25376
3550,0.25480
3548,0.25952
3546,0.26084
3544,0.26591
3542,0.27332
3540,0.27912
3538,0.28380
3536,0.28216
3534,0.29194
3532,0.29153
3530,0.29983
3528,0.30102
3526,0.30502
3524,0.31295
3522,0.31326
3520,0.32030
3518,0.32564
3516,0.33241
3514,0.32958
3512,0.33501
3510,0.34109
3508,0.34894
3506,0.35428
3504,0.35913
3502,0.35884
3500,0.36478
3498,0.37007
3496,0.37244
3494,0.37759
3492,0.38499
3490,0.39241
3488,0.39140
3486,0.40008
3484,0.40351
3482,0.40879
3480,0.40937
3478,0.41423
3476,0.42175
3474,0.42537
3472,0.43317
3470,0.43924
3468,0.44391
3466,0.44669
3464,0.44516
3462,0.45536
3460,0.45907
3458,0.46412
3456,0.46591
3454,0.46978
3452,0.47834
3450,0.48245
3448,0.48672
3446,0.48546
3444,0.49690
3442,0.49654
3440,0.49895
3438,0.50143
3436,0.50943
3434,0.51540
3432,0.52137
3430,0.52311
3428,0.52471
3426,0.52549
3424,0.52864
3422,0.53949
3420,0.54376
3418,0.54284
3416,0.54610
3414,0.55351
3412,0.55548
3410,0.55346
3408,0.56185
3406,0.56255
3404,0.56603
3402,0.56797
3400,0.57341
3398,0.57145
3396,0.57605
3394,0.57769
3392,0.58402
3390,0.58675
3388,0.58974
3386,0.58622
3384,0.58961
3382,0.59083
3380,0.59813
3378,0.59577
3376,0.59977
3374,0.60050
3372,0.60041
3370,0.60614
3368,0.60963
3366,0.60466
3364,0.60971
3362,0.61380
3360,0.60992
3358,0.60976
3356,0.61522
3354,0.61677
3352,0.61231
3350,0.61552
3348,0.61896
3346,0.61696
3344,0.61305
3342,0.61774
3340,0.61918
3338,0.61348
3336,0.61222
3334,0.61657
3332,0.61466
3330,0.61465
3328,0.61552
3326,0.61114
3324,0.60984
3322,0.61031
3320,0.61191
3318,0.61098
3316,0.61112
3314,0.60803
3312,0.61002
3310,0.60087
3308,0.60635
3306,0.59883
3304,0.60270
3302,0.59792
3300,0.59355
3298,0.59214
3296,0.59456
3294,0.58923
3292,0.58319
3290,0.58144
3288,0.58192
3286,0.58101
3284,0.57994
3282,0.57644
3280,0.56799
3278,0.56760
3276,0.56821
3274,0.55919
3272,0.56268
3270,0.55919
3268,0.55143
3266,0.55189
3264,0.54997
3262,0.54462
3260,0.53731
3258,0.53805
3256,0.52806
3254,0.52419
3252,0.52317
3250,0.51645
3248,0.51345
3246,0.50884
3244,0.50548
3242,0.50574
3240,0.49790
3238,0.49646
3236,0.49167
3234,0.48715
3232,0.48567
3230,0.47793
3228,0.47845
3226,0.46699
3224,0.46795
3222,0.46352
3220,0.45864
3218,0.45061
3216,0.44962
3214,0.44227
3212,0.44076
3210,0.43334
3208,0.42964
3206,0.42092
3204,0.41935
3202,0.41210
3200,0.41397
3198,0.40316
3196,0.40435
3194,0.39938
3192,0.39029
3190,0.38762
3188,0.37944
3186,0.37502
3184,0.37161
3182,0.36944
3180,0.36567
3178,0.36161
3176,0.35384
3174,0.34790
3172,0.34432
3170,0.33900
3168,0.33857
3166,0.32872
3164,0.32330
3162,0.32365
3160,0.31804
3158,0.31182
3156,0.30501
3154,0.30039
3152,0.29755
3150,0.29697
3148,0.29202
3146,0.28813
3144,0.28028
3142,0.27809
3140,0.27648
3138,0.27137
3136,0.26188
3134,0.26277
3132,0.25749
3130,0.25091
3128,0.25172
3126,0.24358
3124,0.24457
3122,0.23748
3120,0.23605
3118,0.22597
3116,0.22332
3114,0.22197
3112,0.21616
3110,0.21118
3108,0.21335
3106,0.20572
3104,0.20070
3102,0.20291
3100,0.19875
3098,0.19271
3096,0.19324
3094,0.18833
3092,0.18502
3090,0.18309
3088,0.17818
3086,0.17411
3084,0.16681
3082,0.16980
3080,0.16625
3078,0.15999
3076,0.16035
3074,0.15778
3072,0.15457
3070,0.15058
3068,0.14499
3066,0.14758
3064,0.13849
3062,0.14012
3060,0.13564
3058,0.13077
3056,0.13034
3054,0.12656
3052,0.13054
3050,0.12301
3048,0.12614
3046,0.11788
3044,0.12029
3042,0.11817
3040,0.11553
3038,0.11103
3036,0.11434
3034,0.11331
3032,0.11185
3030,0.10631
3028,0.10303
3026,0.10007
3024,0.10168
3022,0.10171
3020,0.09940
3018,0.09609
3016,0.09488
3014,0.10175
3012,0.09469
3010,0.10007
3008,0.09819
3006,0.09768
3004,0.09990
3002,0.09610
3000,0.09364
2998,0.09743
2996,0.09527
2994,0.09892
2992,0.10483
2990,0.10201
2988,0.10409
2986,0.10568
2984,0.10809
2982,0.11101
2980,0.11266
2978,0.11781
2976,0.11588
2974,0.12184
2972,0.12076
2970,0.12675
2968,0.12938
2966,0.13723
2964,0.13666
2962,0.14294
2960,0.14744
2958,0.14981
2956,0.15688
2954,0.16608
2952,0.16508
2950,0.17022
2948,0.18070
2946,0.17987
2944,0.18475
2942,0.19163
2940,0.19981
2938,0.20128
2936,0.20923
2934,0.21702
2932,0.21700
2930,0.22372
2928,0.22771
2926,0.23016
2924,0.23814
2922,0.23980
2920,0.24773
2918,0.24860
2916,0.24755
2914,0.25134
2912,0.25241
2910,0.25557
2908,0.25881
2906,0.26415
2904,0.25995
2902,0.26507
2900,0.26313
2898,0.25924
2896,0.25635
2894,0.25702
2892,0.25935
2890,0.25394
2888,0.25473
2886,0.24881
2884,0.24769
2882,0.24060
2880,0.24003
2878,0.23606
2876,0.23132
2874,0.22456
2872,0.21647
2870,0.21714
2868,0.20795
2866,0.20082
2864,0.20081
2862,0.19003
2860,0.18350
2858,0.17532
2856,0.17452
2854,0.16432
2852,0.16211
2850,0.15430
2848,0.14613
2846,0.14491
2844,0.14064
2842,0.13154
2840,0.12488
2838,0.11811
2836,0.11370
2834,0.11296
2832,0.10478
2830,0.10482
2828,0.09756
2826,0.09247
2824,0.08826
2822,0.08330
2820,0.07885
2818,0.07844
2816,0.07656
2814,0.06632
2812,0.06830
2810,0.06457
2808,0.05983
2806,0.05912
2804,0.05763
2802,0.05670
2800,0.05023
2798,0.05094
2796,0.04755
2794,0.04509
2792,0.04300
2790,0.04260
2788,0.04515
2786,0.04599
2784,0.04065
2782,0.04277
2780,0.04273
2778,0.04189
2776,0.03739
2774,0.03968
2772,0.04011
2770,0.03615
2768,0.03894
2766,0.03665
2764,0.03866
2762,0.03170
2760,0.03478
2758,0.03428
2756,0.03313
2754,0.03337
2752,0.03407
2750,0.03583
2748,0.03739
2746,0.03148
2744,0.03030
2742,0.03447
2740,0.03027
2738,0.03035
2736,0.03379
2734,0.03096
2732,0.02955
2730,0.03537
2728,0.03323
2726,0.03644
2724,0.03231
2722,0.03416
2720,0.02937
2718,0.03298
2716,0.03367
2714,0.03364
2712,0.02988
2710,0.03449
2708,0.03421
2706,0.03241
2704,0.03275
2702,0.03250
2700,0.03596
2698,0.03421
2696,0.03503
2694,0.02972
2692,0.02927
2690,0.03408
2688,0.03431
2686,0.02968
2684,0.03068
2682,0.03074
2680,0.03198
2678,0.02929
2676,0.03378
2674,0.03294
2672,0.03323
2670,0.03088
2668,0.03326
2666,0.02934
2664,0.03326
2662,0.03629
2660,0.03638
2658,0.02954
2656,0.03644
2654,0.03577
2652,0.03379
2650,0.02990
2648,0.02984
2646,0.03016
2644,0.03195
2642,0.03180
2640,0.03412
2638,0.03105
2636,0.03523
2634,0.03389
2632,0.02889
2630,0.03363
2628,0.03592
2626,0.03406
2624,0.03175
2622,0.03062
2620,0.03200
2618,0.03067
2616,0.03604
2614,0.03420
2612,0.03122
2610,0.03067
2608,0.03455
2606,0.03430
2604,0.03314
2602,0.03433
2600,0.03014
2598,0.03206
2596,0.03167
2594,0.03205
2592,0.03258
2590,0.03301
2588,0.03395
2586,0.03503
2584,0.03456
2582,0.03056
2580,0.02983
2578,0.03529
2576,0.03418
2574,0.02850
2572,0.03210
2570,0.03280
2568,0.02889
2566,0.03314
2564,0.02942
2562,0.02921
2560,0.02804
2558,0.03556
2556,0.03233
2554,0.03389
2552,0.02927
2550,0.03083
2548,0.03420
2546,0.03394
2544,0.03369
2542,0.03467
2540,0.03153
2538,0.03361
2536,0.03312
2534,0.02816
2532,0.03338
2530,0.03102
2528,0.03250
2526,0.03526
2524,0.03242
2522,0.03360
2520,0.02844
2518,0.03562
2516,0.03146
2514,0.03195
2512,0.03525
2510,0.03339
2508,0.02968
2506,0.02974
2504,0.03550
2502,0.02863
2500,0.03470
2498,0.02928
2496,0.03009
2494,0.03194
2492,0.03258
2490,0.03439
2488,0.02920
2486,0.03298
2484,0.03393
2482,0.03018
2480,0.03507
2478,0.03536
2476,0.02813
2474,0.02932
2472,0.02978
2470,0.03279
2468,0.03199
2466,0.02855
2464,0.03119
2462,0.03481
2460,0.02873
2458,0.03293
2456,0.03410
2454,0.02897
2452,0.02762
2450,0.02755
2448,0.03185
2446,0.03191
2444,0.02828
2442,0.03417
2440,0.02738
2438,0.03213
2436,0.02781
2434,0.03270
2432,0.03294
2430,0.02890
2428,0.03486
2426,0.03280
2424,0.02753
2422,0.03009
2420,0.03274
2418,0.03148
2416,0.02729
2414,0.03342
2412,0.02783
2410,0.03425
2408,0.03384
2406,0.03383
2404,0.03315
2402,0.03138
2400,0.02774
2398,0.02961
2396,0.03152
2394,0.03097
2392,0.03229
2390,0.03387
2388,0.02822
2386,0.02847
2384,0.03461
2382,0.02791
2380,0.03333
2378,0.03420
2376,0.03332
2374,0.02731
2372,0.03196
2370,0.03452
2368,0.02776
2366,0.03318
2364,0.03436
2362,0.02835
2360,0.03006
2358,0.02725
2356,0.02813
2354,0.03454
2352,0.03104
2350,0.02748
2348,0.03261
2346,0.03181
2344,0.02913
2342,0.03073
2340,0.03361
2338,0.02687
2336,0.03340
2334,0.03121
2332,0.03457
2330,0.03227
2328,0.03389
2326,0.03321
2324,0.03029
2322,0.03375
2320,0.03031
2318,0.02685
2316,0.03137
2314,0.02855
2312,0.02821
2310,0.03347
2308,0.02946
2306,0.03443
2304,0.03384
2302,0.03315
2300,0.02743
2298,0.02695
2296,0.03273
2294,0.02915
2292,0.02869
2290,0.02870
2288,0.02716
2286,0.03383
2284,0.03360
2282,0.03204
2280,0.03363
2278,0.02663
2276,0.02926
2274,0.03101
2272,0.03152
2270,0.03280
2268,0.03278
2266,0.03203
2264,0.03190
2262,0.03350
2260,0.03402
2258,0.02702
2256,0.02983
2254,0.02783
2252,0.03010
2250,0.02657
2248,0.02910
2246,0.03353
2244,0.03376
2242,0.02871
2240,0.02662
2238,0.03081
2236,0.02753
2234,0.03308
2232,0.02961
2230,0.03212
2228,0.03015
2226,0.02791
2224,0.02859
2222,0.03037
2220,0.02703
2218,0.03159
2216,0.02744
2214,0.02823
2212,0.03111
2210,0.03241
2208,0.03359
2206,0.03318
2204,0.03017
2202,0.03207
2200,0.03345
2198,0.03288
2196,0.02667
2194,0.03256
2192,0.02819
2190,0.03157
2188,0.02632
2186,0.03223
2184,0.03113
2182,0.03003
2180,0.03343
2178,0.02630
2176,0.03364
2174,0.03377
2172,0.03325
2170,0.02588
2168,0.02889
2166,0.03210
2164,0.03136
2162,0.03075
2160,0.03242
2158,0.02863
2156,0.03027
2154,0.02976
2152,0.03277
2150,0.02991
2148,0.03328
2146,0.03233
2144,0.03123
2142,0.02879
2140,0.03189
2138,0.03282
2136,0.02778
2134,0.02911
2132,0.03068
2130,0.02727
2128,0.02854
2126,0.03239
2124,0.02996
2122,0.02813
2120,0.03160
2118,0.02913
2116,0.03217
2114,0.03275
2112,0.03057
2110,0.03129
2108,0.02829
2106,0.03111
2104,0.02887
2102,0.03268
2100,0.02630
2098,0.02844
2096,0.02784
2094,0.02577
2092,0.02581
2090,0.02845
2088,0.02597
2086,0.02964
2084,0.02904
2082,0.02861
2080,0.02815
2078,0.02969
2076,0.02821
2074,0.02537
2072,0.02627
2070,0.02758
2068,0.03158
2066,0.02865
2064,0.02613
2062,0.02628
2060,0.03207
2058,0.03149
2056,0.02990
2054,0.03264
2052,0.03279
2050,0.02623
2048,0.02921
2046,0.02624
2044,0.02950
2042,0.02514
2040,0.02600
2038,0.02905
2036,0.02808
2034,0.02881
2032,0.02820
2030,0.02855
2028,0.02529
2026,0.03219
2024,0.02551
2022,0.02904
2020,0.02677
2018,0.03175
2016,0.03224
2014,0.02757
2012,0.02654
2010,0.03139
2008,0.03043
2006,0.02530
2004,0.02604
2002,0.03087
2000,0.03236
1998,0.02681
1996,0.02884
1994,0.03016
1992,0.02757
1990,0.02997
1988,0.02926
1986,0.02956
1984,0.02949
1982,0.02712
1980,0.03083
1978,0.03098
1976,0.03084
1974,0.03204
1972,0.02891
1970,0.03232
1968,0.03094
1966,0.02939
1964,0.02943
1962,0.03216
1960,0.02798
1958,0.02532
1956,0.02598
1954,0.02486
1952,0.03146
1950,0.02773
1948,0.02740
1946,0.03121
1944,0.03187
1942,0.02692
1940,0.02984
1938,0.02868
1936,0.02675
1934,0.02521
1932,0.02957
1930,0.03063
1928,0.02827
1926,0.03017
1924,0.03063
1922,0.03014
1920,0.02744
1918,0.03205
1916,0.02738
1914,0.03026
1912,0.02807
1910,0.02809
1908,0.03216
1906,0.03204
1904,0.02564
1902,0.03031
1900,0.02810
1898,0.03014
1896,0.03210
1894,0.02734
1892,0.02531
1890,0.02768
1888,0.02594
1886,0.02510
1884,0.02444
1882,0.02777
1880,0.02836
1878,0.02868
1876,0.02990
1874,0.02549
1872,0.02894
1870,0.03031
1868,0.02469
1866,0.02597
1864,0.02978
1862,0.02990
1860,0.02910
1858,0.02804
1856,0.03125
1854,0.02877
1852,0.03135
1850,0.02724
1848,0.02452
1846,0.02729
1844,0.02829
1842,0.02969
1840,0.02600
1838,0.02696
1836,0.02430
1834,0.03054
1832,0.03072
1830,0.03160
1828,0.03051
1826,0.02458
1824,0.02790
1822,0.02826
1820,0.02843
1818,0.03063
1816,0.03176
1814,0.02649
1812,0.02426
1810,0.02531
1808,0.02669
1806,0.02859
1804,0.02575
1802,0.02793
1800,0.02400
1798,0.02946
1796,0.02399
1794,0.02794
1792,0.02921
1790,0.02665
1788,0.02408
1786,0.02479
1784,0.02512
1782,0.03133
1780,0.02692
1778,0.02759
1776,0.02987
1774,0.02463
1772,0.02616
1770,0.02439
1768,0.02681
1766,0.03019
1764,0.03046
1762,0.02855
1760,0.02971
1758,0.02738
1756,0.02727
1754,0.02399
1752,0.02807
1750,0.02385
1748,0.03009
1746,0.02480
1744,0.02390
1742,0.02413
1740,0.02545
1738,0.02684
1736,0.02898
1734,0.02476
1732,0.02976
1730,0.03113
1728,0.02974
1726,0.02471
1724,0.02805
1722,0.02443
1720,0.02495
1718,0.02556
1716,0.02480
1714,0.02876
1712,0.02724
1710,0.03031
1708,0.03103
1706,0.02954
1704,0.02572
1702,0.02722
1700,0.02969
1698,0.02589
1696,0.02881
1694,0.02756
1692,0.02772
1690,0.03295
1688,0.02842
1686,0.02777
1684,0.03265
1682,0.03553
1680,0.03254
1678,0.04056
1676,0.04181
1674,0.03862
1672,0.04292
1670,0.04499
1668,0.05360
1666,0.05762
1664,0.06434
1662,0.06774
1660,0.07259
1658,0.07788
1656,0.08278
1654,0.09055
1652,0.09937
1650,0.10413
1648,0.10498
1646,0.11421
1644,0.11527
1642,0.11978
1640,0.12282
1638,0.12781
1636,0.12968
1634,0.12863
1632,0.12182
1630,0.12329
1628,0.12480
1626,0.11448
1624,0.11605
1622,0.11036
1620,0.09991
1618,0.09813
1616,0.08857
1614,0.08110
1612,0.07669
1610,0.07583
1608,0.06613
1606,0.06337
1604,0.05339
1602,0.05336
1600,0.05047
1598,0.04748
1596,0.04404
1594,0.04129
1592,0.03500
1590,0.03585
1588,0.03499
1586,0.02855
1584,0.03046
1582,0.03187
1580,0.02593
1578,0.03012
1576,0.03074
1574,0.02437
1572,0.02728
1570,0.02661
1568,0.02807
1566,0.02699
1564,0.02497
1562,0.02450
1560,0.03049
1558,0.02680
1556,0.02293
1554,0.02907
1552,0.02908
1550,0.02761
1548,0.02799
1546,0.02818
1544,0.02459
1542,0.02274
1540,0.02762
1538,0.02286
1536,0.02489
1534,0.03019
1532,0.02875
1530,0.03021
1528,0.03017
1526,0.02881
1524,0.02779
1522,0.02636
1520,0.02523
1518,0.02789
1516,0.02377
1514,0.02293
1512,0.02360
1510,0.02491
1508,0.02890
1506,0.02473
1504,0.02701
1502,0.02404
1500,0.02453
1498,0.02616
1496,0.02890
1494,0.02594
1492,0.02874
1490,0.02212
1488,0.02552
1486,0.02961
1484,0.02752
1482,0.02694
1480,0.02345
1478,0.02484
1476,0.02802
1474,0.02507
1472,0.02698
1470,0.02822
1468,0.03007
1466,0.02777
1464,0.03107
1462,0.03401
1460,0.03489
1458,0.03576
1456,0.03930
1454,0.04023
1452,0.05036
1450,0.05993
1448,0.06086
1446,0.07635
1444,0.08899
1442,0.10050
1440,0.11032
1438,0.12608
1436,0.13367
1434,0.14477
1432,0.15856
1430,0.16936
1428,0.17334
1426,0.17309
1424,0.17639
1422,0.17231
1420,0.16671
1418,0.15419
1416,0.14916
1414,0.13496
1412,0.12414
1410,0.11143
1408,0.09622
1406,0.08686
1404,0.07866
1402,0.07256
1400,0.06982
1398,0.06887
1396,0.06709
1394,0.06648
1392,0.08034
1390,0.09006
1388,0.09867
1386,0.11198
1384,0.12937
1382,0.14296
1380,0.16430
1378,0.17343
1376,0.18643
1374,0.19223
1372,0.19446
1370,0.18989
1368,0.18987
1366,0.17812
1364,0.16497
1362,0.14560
1360,0.12456
1358,0.10781
1356,0.09261
1354,0.08195
1352,0.06868
1350,0.05555
1348,0.04710
1346,0.04069
1344,0.03598
1342,0.04060
1340,0.03470
1338,0.03863
1336,0.04075
1334,0.05218
1332,0.05600
1330,0.07285
1328,0.08128
1326,0.09423
1324,0.11460
1322,0.12861
1320,0.13500
1318,0.14153
1316,0.14182
1314,0.14611
1312,0.13340
1310,0.12514
1308,0.10998
1306,0.09569
1304,0.08469
1302,0.07020
1300,0.05940
1298,0.04489
1296,0.03855
1294,0.03580
1292,0.02906
1290,0.03063
1288,0.02410
1286,0.02862
1284,0.02895
1282,0.02667
1280,0.02350
1278,0.02475
1276,0.02111
1274,0.02173
1272,0.02522
1270,0.02231
1268,0.02525
1266,0.02642
1264,0.02334
1262,0.02814
1260,0.02169
1258,0.02614
1256,0.02595
1254,0.02401
1252,0.02664
1250,0.02359
1248,0.02718
1246,0.02537
1244,0.02388
1242,0.02219
1240,0.02097
1238,0.02840
1236,0.02854
1234,0.02815
1232,0.02627
1230,0.02104
1228,0.02655
1226,0.02466
1224,0.02485
1222,0.02065
1220,0.02402
1218,0.02571
1216,0.02667
1214,0.02294
1212,0.02647
1210,0.02320
1208,0.02413
1206,0.02078
1204,0.02643
1202,0.02747
1200,0.02283
1198,0.02271
1196,0.02486
1194,0.02861
1192,0.03665
1190,0.03659
1188,0.04383
1186,0.05339
1184,0.06377
1182,0.08619
1180,0.10529
1178,0.12771
1176,0.15376
1174,0.18396
1172,0.21970
1170,0.25088
1168,0.27858
1166,0.31055
1164,0.32887
1162,0.34260
1160,0.34466
1158,0.33978
1156,0.32809
1154,0.30676
1152,0.27845
1150,0.25192
1148,0.21853
1146,0.18942
1144,0.15459
1142,0.13493
1140,0.10989
1138,0.08840
1136,0.07973
1134,0.06876
1132,0.06903
1130,0.07950
1128,0.08280
1126,0.10092
1124,0.12019
1122,0.14464
1120,0.17315
1118,0.21299
1116,0.24757
1114,0.27786
1112,0.31004
1110,0.34007
1108,0.36900
1106,0.38389
1104,0.39788
1102,0.40690
1100,0.40558
1098,0.40315
1096,0.39175
1094,0.38771
1092,0.38386
1090,0.38345
1088,0.39394
1086,0.40103
1084,0.41719
1082,0.44380
1080,0.46970
1078,0.50291
1076,0.53869
1074,0.57588
1072,0.61101
1070,0.65226
1068,0.68684
1066,0.72062
1064,0.75963
1062,0.78759
1060,0.82071
1058,0.85913
1056,0.88906
1054,0.92364
1052,0.96060
1050,1.01109
1048,1.05714
1046,1.11394
1044,1.16831
1042,1.22387
1040,1.28170
1038,1.32232
1036,1.35578
1034,1.37130
1032,1.36066
1030,1.33489
1028,1.28128
1026,1.20012
1024,1.10684
1022,0.99578
1020,0.88261
1018,0.75510
1016,0.64406
1014,0.52800
1012,0.42952
1010,0.34179
1008,0.27254
1006,0.21029
1004,0.16265
1002,0.12631
1000,0.09373
998,0.07519
996,0.05791
994,0.04715
992,0.04421
990,0.03658
988,0.03241
986,0.02719
984,0.02920
982,0.02350
980,0.02254
978,0.02598
976,0.02449
974,0.02516
972,0.02281
970,0.02289
968,0.02375
966,0.01959
964,0.02706
962,0.02544
960,0.02154
958,0.02323
956,0.02280
954,0.02109
952,0.02114
950,0.02373
948,0.02059
946,0.02305
944,0.02190
942,0.02176
940,0.02538
938,0.02378
936,0.02028
934,0.02249
932,0.02274
930,0.02745
928,0.02427
926,0.02266
924,0.02623
922,0.03404
920,0.03832
918,0.04445
916,0.05244
914,0.06482
912,0.08282
910,0.10117
908,0.12013
906,0.14595
904,0.16484
902,0.18025
900,0.19856
898,0.20129
896,0.19792
894,0.19156
892,0.18339
890,0.16393
888,0.14043
886,0.12239
884,0.09770
882,0.07799
880,0.06319
878,0.05544
876,0.04053
874,0.03553
872,0.02655
870,0.02746
868,0.02237
866,0.02090
864,0.02708
862,0.02634
860,0.01994
858,0.02476
856,0.01883
854,0.02256
852,0.02152
850,0.02290
848,0.02060
846,0.02460
844,0.02380
842,0.02281
840,0.02280
838,0.02266
836,0.01929
834,0.02219
832,0.02579
830,0.02452
828,0.02214
826,0.02380
824,0.02485
822,0.02581
820,0.02170
818,0.02231
816,0.02154
814,0.02511
812,0.02242
810,0.01975
808,0.02611
806,0.02214
804,0.02005
802,0.02509
800,0.02607
798,0.01966
796,0.02231
794,0.01961
792,0.02599
790,0.01974
788,0.02415
786,0.02377
784,0.02570
782,0.02302
780,0.02566
778,0.01900
776,0.02198
774,0.02559
772,0.02284
770,0.02423
768,0.02495
766,0.02603
764,0.02332
762,0.02074
760,0.02616
758,0.02539
756,0.02116
754,0.02089
752,0.02557
750,0.02067
748,0.02687
746,0.02640
744,0.02667
742,0.02628
740,0.02669
738,0.02382
736,0.03051
734,0.03237
732,0.02736
730,0.03067
728,0.03012
726,0.03431
724,0.03231
722,0.04003
720,0.04006
718,0.04607
716,0.04548
714,0.04889
712,0.05453
710,0.05216
708,0.05685
706,0.06225
704,0.06086
702,0.07070
700,0.06988
698,0.07837
696,0.07799
694,0.08638
692,0.08917
690,0.09522
688,0.09488
686,0.10225
684,0.10058
682,0.10769
680,0.10632
678,0.11281
676,0.11796
674,0.11530
672,0.11722
670,0.12324
668,0.12467
666,0.12196
664,0.12421
662,0.11698
660,0.12360
658,0.11900
656,0.11755
654,0.11608
652,0.11158
650,0.10894
648,0.10814
646,0.10476
644,0.10029
642,0.09347
640,0.09069
638,0.08468
636,0.08348
634,0.07925
632,0.07226
630,0.06880
628,0.06925
626,0.06154
624,0.05770
622,0.05479
620,0.05742
618,0.05154
616,0.04524
614,0.04466
612,0.04466
610,0.03913
608,0.03953
606,0.03558
604,0.03731
602,0.03277
600,0.02731
598,0.02822
596,0.03001
594,0.02401
592,0.02253
590,0.02927
588,0.02215
586,0.02207
584,0.02605
582,0.02652
580,0.02607
578,0.02602
576,0.01893
574,0.02099
572,0.02310
570,0.02017
568,0.02221
566,0.01895
564,0.01757
562,0.02422
560,0.01867
558,0.02423
556,0.02093
554,0.02394
552,0.02144
550,0.01758
548,0.02421
546,0.01796
544,0.02474
542,0.02387
540,0.01885
538,0.01840
536,0.02193
534,0.01750
532,0.02420
530,0.02087
528,0.02189
526,0.01892
524,0.01764
522,0.01753
520,0.02102
518,0.01670
516,0.01761
514,0.01690
512,0.01773
510,0.02385
508,0.01951
506,0.01982
504,0.02286
502,0.01898
500,0.02274
498,0.02348
496,0.02083
494,0.02095
492,0.02090
490,0.02286
488,0.02293
486,0.01966
484,0.02134
482,0.02144
480,0.01964
478,0.02347
476,0.01810
474,0.01663
472,0.01727
470,0.02207
468,0.02049
466,0.02361
464,0.01797
462,0.01728
460,0.01734
458,0.01929
456,0.02024
454,0.02043
452,0.02300
450,0.01784
448,0.02305
446,0.02107
444,0.01745
442,0.01956
440,0.01879
438,0.02135
