cm-1,absorbancia
3012,0.05776
3010,0.06093
3008,0.06628
3006,0.06326
3004,0.06929
3002,0.06931
3000,0.07287
2998,0.07428
2996,0.07292
2994,0.07921
2992,0.08253
2990,0.08251
2988,0.08814
2986,0.08886
2984,0.09698
2982,0.09637
2980,0.10290
2978,0.10801
2976,0.10984
2974,0.11613
2972,0.11867
2970,0.12642
2968,0.12583
2966,0.13306
2964,0.14008
2962,0.14156
2960,0.14329
2958,0.14886
2956,0.15277
2954,0.15648
2952,0.16836
2950,0.17172
2948,0.17526
2946,0.17301
2944,0.17974
2942,0.17902
2940,0.18413
2938,0.19146
2936,0.18841
2934,0.19078
2932,0.19449
2930,0.19786
2928,0.19506
2926,0.19193
2924,0.19494
2922,0.19381
2920,0.19358
2918,0.19545
2916,0.19081
2914,0.18992
2912,0.18741
2910,0.18053
2908,0.17918
2906,0.17410
2904,0.17113
2902,0.16966
2900,0.16929
2898,0.16366
2896,0.16010
2894,0.15102
2892,0.14799
2890,0.14040
2888,0.13665
2886,0.13017
2884,0.13192
2882,0.12603
2880,0.11966
2878,0.11736
2876,0.10610
2874,0.10485
2872,0.10210
2870,0.09846
2868,0.09062
2866,0.08707
2864,0.08327
2862,0.07998
2860,0.07510
2858,0.07191
2856,0.07238
2854,0.06794
2852,0.06652
2850,0.06345
2848,0.06204
2846,0.05907
2844,0.05805
2842,0.05452
2840,0.05234
2838,0.05212
2836,0.04846
2834,0.04764
2832,0.04802
2830,0.04163
2828,0.04377
2826,0.03998
2824,0.04136
2822,0.03805
2820,0.03854
2818,0.03774
2816,0.03547
2814,0.04044
2812,0.03270
2810,0.03875
2808,0.03642
2806,0.03386
2804,0.03729
2802,0.03654
2800,0.03301
2798,0.03745
2796,0.03282
2794,0.03713
2792,0.03272
2790,0.03160
2788,0.02999
2786,0.03345
2784,0.03252
2782,0.03396
2780,0.03223
2778,0.03666
2776,0.03709
2774,0.03686
2772,0.02982
2770,0.03352
2768,0.03121
2766,0.03191
2764,0.03714
2762,0.03684
2760,0.03085
2758,0.03009
2756,0.03477
2754,0.03024
2752,0.03558
2750,0.03539
2748,0.03195
2746,0.03424
2744,0.03505
2742,0.03622
2740,0.03507
2738,0.03492
2736,0.03198
2734,0.03256
2732,0.02995
2730,0.03015
2728,0.03041
2726,0.03110
2724,0.03122
2722,0.03466
2720,0.03586
2718,0.03043
2716,0.03079
2714,0.03094
2712,0.03586
2710,0.03648
2708,0.03075
2706,0.03112
2704,0.03568
2702,0.03016
2700,0.03647
2698,0.03307
2696,0.03371
2694,0.03562
2692,0.03150
2690,0.03168
2688,0.03128
2686,0.03090
2684,0.02987
2682,0.03255
2680,0.02935
2678,0.02943
2676,0.03145
2674,0.03323
2672,0.03088
2670,0.03023
2668,0.03591
2666,0.03499
2664,0.02942
2662,0.03313
2660,0.03305
2658,0.03045
2656,0.03050
2654,0.02902
2652,0.03303
2650,0.03406
2648,0.03455
2646,0.02933
2644,0.03405
2642,0.03256
2640,0.03192
2638,0.03281
2636,0.03533
2634,0.03058
2632,0.03057
2630,0.02973
2628,0.02879
2626,0.03256
2624,0.03516
2622,0.03372
2620,0.03314
2618,0.03597
2616,0.03415
2614,0.02923
2612,0.03608
2610,0.03306
2608,0.02939
2606,0.02886
2604,0.03208
2602,0.02829
2600,0.03307
2598,0.02859
2596,0.03351
2594,0.03247
2592,0.03040
2590,0.03515
2588,0.03065
2586,0.02877
2584,0.02889
2582,0.02953
2580,0.03025
2578,0.03582
2576,0.02858
2574,0.02880
2572,0.03229
2570,0.03481
2568,0.03017
2566,0.03442
2564,0.03044
2562,0.03400
2560,0.03133
2558,0.03312
2556,0.02801
2554,0.03349
2552,0.02815
2550,0.03441
2548,0.03093
2546,0.03155
2544,0.03204
2542,0.03499
2540,0.02939
2538,0.03160
2536,0.03498
2534,0.03405
2532,0.02971
2530,0.03489
2528,0.03353
2526,0.03367
2524,0.03223
2522,0.03014
2520,0.03240
2518,0.03243
2516,0.02865
2514,0.03311
2512,0.03002
2510,0.03025
2508,0.03059
2506,0.03136
2504,0.03095
2502,0.03284
2500,0.03088
2498,0.03524
2496,0.03556
2494,0.02952
2492,0.03336
2490,0.03026
2488,0.03170
2486,0.03290
2484,0.03261
2482,0.02799
2480,0.03101
2478,0.03033
2476,0.03539
2474,0.03058
2472,0.03440
2470,0.03523
2468,0.03342
2466,0.03004
2464,0.02945
2462,0.02857
2460,0.03099
2458,0.02938
2456,0.02823
2454,0.03052
2452,0.03315
2450,0.03479
2448,0.02821
2446,0.03244
2444,0.03008
2442,0.03398
2440,0.02898
2438,0.03324
2436,0.03120
2434,0.03366
2432,0.03123
2430,0.03444
2428,0.02873
2426,0.03154
2424,0.03476
2422,0.03376
2420,0.02832
2418,0.03178
2416,0.03008
2414,0.02771
2412,0.03025
2410,0.03104
2408,0.02820
2406,0.03497
2404,0.03101
2402,0.03235
2400,0.03137
2398,0.03493
2396,0.02875
2394,0.03381
2392,0.03317
2390,0.02943
2388,0.03429
2386,0.02933
2384,0.03477
2382,0.02973
2380,0.02726
2378,0.02852
2376,0.03394
2374,0.02905
2372,0.03107
2370,0.03275
2368,0.03336
2366,0.03056
2364,0.03426
2362,0.03473
2360,0.02892
2358,0.02716
2356,0.03192
2354,0.03046
2352,0.02867
2350,0.03106
2348,0.03077
2346,0.02690
2344,0.02689
2342,0.02922
2340,0.03149
2338,0.03039
2336,0.02812
2334,0.03100
2332,0.02798
2330,0.02688
2328,0.03361
2326,0.03190
2324,0.03323
2322,0.03132
2320,0.03291
2318,0.03165
2316,0.03124
2314,0.02896
2312,0.02913
2310,0.03077
2308,0.02881
2306,0.03415
2304,0.03257
2302,0.02766
2300,0.03071
2298,0.02934
2296,0.03141
2294,0.03241
2292,0.02789
2290,0.02968
2288,0.02984
2286,0.02745
2284,0.03439
2282,0.03221
2280,0.03057
2278,0.03107
2276,0.02648
2274,0.02684
2272,0.03213
2270,0.03012
2268,0.03175
2266,0.03219
2264,0.03359
2262,0.02980
2260,0.03375
2258,0.03347
2256,0.03351
2254,0.03082
2252,0.03176
2250,0.02942
2248,0.02749
2246,0.03406
2244,0.02937
2242,0.02961
2240,0.02715
2238,0.03067
2236,0.03148
2234,0.02902
2232,0.02905
2230,0.03395
2228,0.02732
2226,0.02923
2224,0.03224
2222,0.02709
2220,0.02716
2218,0.03313
2216,0.02900
2214,0.03075
2212,0.03025
2210,0.03051
2208,0.03148
2206,0.03277
2204,0.02778
2202,0.03343
2200,0.03076
2198,0.02811
2196,0.02627
2194,0.03063
2192,0.02704
2190,0.02701
2188,0.03118
2186,0.02813
2184,0.03158
2182,0.02770
2180,0.02831
2178,0.03299
2176,0.03096
2174,0.03161
2172,0.02660
2170,0.03153
2168,0.02631
2166,0.02932
2164,0.02794
2162,0.03100
2160,0.03017
2158,0.03129
2156,0.03174
2154,0.02797
2152,0.03356
2150,0.02757
2148,0.03167
2146,0.03236
2144,0.02989
2142,0.02656
2140,0.02840
2138,0.03043
2136,0.03240
2134,0.02896
2132,0.02782
2130,0.02778
2128,0.03161
2126,0.02709
2124,0.02850
2122,0.02746
2120,0.02560
2118,0.02558
2116,0.02784
2114,0.03231
2112,0.02554
2110,0.02567
2108,0.03070
2106,0.02676
2104,0.02930
2102,0.02922
2100,0.03009
2098,0.03105
2096,0.02956
2094,0.03251
2092,0.02744
2090,0.02715
2088,0.02923
2086,0.03001
2084,0.02625
2082,0.02943
2080,0.03067
2078,0.02620
2076,0.03056
2074,0.03114
2072,0.03140
2070,0.03159
2068,0.02607
2066,0.03201
2064,0.02895
2062,0.02908
2060,0.02733
2058,0.02588
2056,0.03133
2054,0.02673
2052,0.02875
2050,0.02969
2048,0.03201
2046,0.02712
2044,0.02706
2042,0.02873
2040,0.02971
2038,0.02543
2036,0.02875
2034,0.02751
2032,0.03194
2030,0.03030
2028,0.03020
2026,0.02922
2024,0.03064
2022,0.03165
2020,0.03211
2018,0.03292
2016,0.02876
2014,0.02556
2012,0.03185
2010,0.02765
2008,0.03031
2006,0.03238
2004,0.02730
2002,0.02853
2000,0.02841
1998,0.03011
1996,0.02790
1994,0.02602
1992,0.02823
1990,0.03129
1988,0.03051
1986,0.02537
1984,0.03113
1982,0.02938
1980,0.03158
1978,0.02757
1976,0.02889
1974,0.03090
1972,0.02952
1970,0.02868
1968,0.02648
1966,0.03138
1964,0.02856
1962,0.02885
1960,0.02603
1958,0.02721
1956,0.02602
1954,0.02815
1952,0.02676
1950,0.02961
1948,0.03048
1946,0.02816
1944,0.02527
1942,0.02480
1940,0.03241
1938,0.02870
1936,0.02698
1934,0.02644
1932,0.02708
1930,0.02659
1928,0.02534
1926,0.02454
1924,0.03116
1922,0.02574
1920,0.02730
1918,0.02899
1916,0.02878
1914,0.02957
1912,0.02982
1910,0.03168
1908,0.02462
1906,0.02896
1904,0.02998
1902,0.02555
1900,0.03169
1898,0.02484
1896,0.02529
1894,0.02851
1892,0.03135
1890,0.03054
1888,0.02685
1886,0.03045
1884,0.02527
1882,0.02499
1880,0.03005
1878,0.03149
1876,0.02896
1874,0.02997
1872,0.02526
1870,0.02945
1868,0.02637
1866,0.03047
1864,0.02936
1862,0.02489
1860,0.02741
1858,0.02730
1856,0.02452
1854,0.02562
1852,0.02779
1850,0.02511
1848,0.02907
1846,0.02696
1844,0.02490
1842,0.02488
1840,0.03086
1838,0.02578
1836,0.02940
1834,0.02811
1832,0.02790
1830,0.02453
1828,0.03011
1826,0.02967
1824,0.03087
1822,0.03132
1820,0.03170
1818,0.02661
1816,0.02807
1814,0.02417
1812,0.03109
1810,0.02396
1808,0.02749
1806,0.02565
1804,0.02387
1802,0.02864
1800,0.02859
1798,0.02785
1796,0.03058
1794,0.02467
1792,0.02645
1790,0.03006
1788,0.03041
1786,0.02872
1784,0.02491
1782,0.02910
1780,0.02795
1778,0.03130
1776,0.02947
1774,0.02862
1772,0.02491
1770,0.03090
1768,0.03276
1766,0.03194
1764,0.03065
1762,0.03446
1760,0.03150
1758,0.04036
1756,0.03887
1754,0.04259
1752,0.05015
1750,0.05516
1748,0.05751
1746,0.06958
1744,0.07475
1742,0.08247
1740,0.09703
1738,0.09990
1736,0.10938
1734,0.12259
1732,0.12622
1730,0.13194
1728,0.13764
1726,0.13554
1724,0.14214
1722,0.13975
1720,0.12929
1718,0.12112
1716,0.11527
1714,0.10497
1712,0.09921
1710,0.08833
1708,0.08159
1706,0.06623
1704,0.06233
1702,0.05188
1700,0.04456
1698,0.04545
1696,0.03453
1694,0.03699
1692,0.02943
1690,0.03400
1688,0.02776
1686,0.02556
1684,0.02676
1682,0.03158
1680,0.03115
1678,0.02746
1676,0.02920
1674,0.02447
1672,0.02609
1670,0.02935
1668,0.02406
1666,0.02398
1664,0.02504
1662,0.02514
1660,0.02459
1658,0.03074
1656,0.02309
1654,0.02441
1652,0.02868
1650,0.02372
1648,0.02834
1646,0.02712
1644,0.02957
1642,0.02902
1640,0.02381
1638,0.02449
1636,0.02845
1634,0.03062
1632,0.02923
1630,0.03513
1628,0.04413
1626,0.04959
1624,0.05695
1622,0.07002
1620,0.08814
1618,0.10642
1616,0.11992
1614,0.13494
1612,0.14772
1610,0.15846
1608,0.16834
1606,0.16384
1604,0.16395
1602,0.15334
1600,0.13670
1598,0.12236
1596,0.09929
1594,0.08698
1592,0.07551
1590,0.06096
1588,0.04968
1586,0.04146
1584,0.03332
1582,0.03357
1580,0.03162
1578,0.03092
1576,0.02785
1574,0.03094
1572,0.02368
1570,0.02331
1568,0.02961
1566,0.02494
1564,0.02472
1562,0.03035
1560,0.02944
1558,0.02920
1556,0.02260
1554,0.02523
1552,0.02337
1550,0.02592
1548,0.02419
1546,0.02435
1544,0.02884
1542,0.02398
1540,0.02724
1538,0.02452
1536,0.03146
1534,0.03244
1532,0.04001
1530,0.04396
1528,0.05633
1526,0.07413
1524,0.09951
1522,0.12691
1520,0.17219
1518,0.21824
1516,0.25925
1514,0.30499
1512,0.34451
1510,0.36718
1508,0.37321
1506,0.36524
1504,0.34450
1502,0.30392
1500,0.25879
1498,0.21585
1496,0.16944
1494,0.13181
1492,0.10104
1490,0.07441
1488,0.05731
1486,0.04472
1484,0.03634
1482,0.03248
1480,0.02833
1478,0.02937
1476,0.02667
1474,0.02975
1472,0.02382
1470,0.03007
1468,0.02747
1466,0.02901
1464,0.02837
1462,0.02830
1460,0.02781
1458,0.02560
1456,0.03354
1454,0.03066
1452,0.03329
1450,0.03822
1448,0.03958
1446,0.04544
1444,0.04354
1442,0.04706
1440,0.05246
1438,0.05992
1436,0.06355
1434,0.06656
1432,0.07357
1430,0.06865
1428,0.07788
1426,0.07362
1424,0.07531
1422,0.07498
1420,0.07146
1418,0.06883
1416,0.06628
1414,0.06047
1412,0.05598
1410,0.05224
1408,0.05348
1406,0.04742
1404,0.04500
1402,0.03925
1400,0.03737
1398,0.03562
1396,0.03903
1394,0.04294
1392,0.03955
1390,0.04678
1388,0.04631
1386,0.04899
1384,0.05414
1382,0.05742
1380,0.06933
1378,0.06598
1376,0.07479
1374,0.07869
1372,0.07401
1370,0.07753
1368,0.07521
1366,0.07189
1364,0.06331
1362,0.05716
1360,0.05259
1358,0.05271
1356,0.04579
1354,0.04519
1352,0.03691
1350,0.03141
1348,0.03501
1346,0.03261
1344,0.02543
1342,0.02851
1340,0.03059
1338,0.02993
1336,0.02664
1334,0.02409
1332,0.02187
1330,0.02466
1328,0.02200
1326,0.02204
1324,0.02246
1322,0.02839
1320,0.02148
1318,0.02499
1316,0.02636
1314,0.02597
1312,0.02749
1310,0.02556
1308,0.02694
1306,0.02748
1304,0.02543
1302,0.02644
1300,0.02327
1298,0.02249
1296,0.02840
1294,0.02807
1292,0.02614
1290,0.02792
1288,0.02961
1286,0.03690
1284,0.03834
1282,0.04009
1280,0.05399
1278,0.06088
1276,0.07195
1274,0.09084
1272,0.10383
1270,0.13094
1268,0.15165
1266,0.18136
1264,0.21555
1262,0.24520
1260,0.27690
1258,0.30028
1256,0.32955
1254,0.35073
1252,0.37090
1250,0.38102
1248,0.38306
1246,0.37980
1244,0.37031
1242,0.35353
1240,0.33348
1238,0.30596
1236,0.27504
1234,0.24496
1232,0.20903
1230,0.18340
1228,0.15702
1226,0.12640
1224,0.10456
1222,0.08675
1220,0.06966
1218,0.05794
1216,0.04798
1214,0.04738
1212,0.03816
1210,0.03369
1208,0.02766
1206,0.02889
1204,0.02684
1202,0.02282
1200,0.02877
1198,0.02436
1196,0.02916
1194,0.02369
1192,0.02476
1190,0.02633
1188,0.03271
1186,0.03021
1184,0.04173
1182,0.04417
1180,0.04804
1178,0.05549
1176,0.06786
1174,0.07175
1172,0.08474
1170,0.09553
1168,0.10165
1166,0.11572
1164,0.11929
1162,0.12105
1160,0.12363
1158,0.11965
1156,0.11581
1154,0.10939
1152,0.10810
1150,0.09467
1148,0.08705
1146,0.07339
1144,0.06738
1142,0.05981
1140,0.04532
1138,0.04680
1136,0.03778
1134,0.03221
1132,0.03089
1130,0.02729
1128,0.02534
1126,0.02895
1124,0.03166
1122,0.02730
1120,0.03004
1118,0.02825
1116,0.02910
1114,0.03400
1112,0.03769
1110,0.03823
1108,0.04306
1106,0.05086
1104,0.05672
1102,0.06494
1100,0.07423
1098,0.08179
1096,0.09384
1094,0.10622
1092,0.11936
1090,0.13833
1088,0.15226
1086,0.17239
1084,0.18786
1082,0.20913
1080,0.23674
1078,0.25367
1076,0.27418
1074,0.30249
1072,0.32303
1070,0.34476
1068,0.35886
1066,0.38349
1064,0.39948
1062,0.41830
1060,0.43564
1058,0.44604
1056,0.46527
1054,0.47619
1052,0.49813
1050,0.52140
1048,0.53811
1046,0.56740
1044,0.58800
1042,0.61463
1040,0.64019
1038,0.65685
1036,0.67147
1034,0.67350
1032,0.66663
1030,0.65158
1028,0.62908
1026,0.58801
1024,0.53876
1022,0.48758
1020,0.43299
1018,0.37876
1016,0.32139
1014,0.27003
1012,0.21707
1010,0.17921
1008,0.13869
1006,0.11123
1004,0.08713
1002,0.07618
1000,0.05988
998,0.04667
996,0.04007
994,0.03718
992,0.02941
990,0.03119
988,0.02902
986,0.02428
984,0.02710
982,0.02384
980,0.02143
978,0.02204
976,0.02696
974,0.02611
972,0.02073
970,0.02727
968,0.02155
966,0.01952
964,0.01989
962,0.02375
960,0.01928
958,0.02712
956,0.02216
954,0.02499
952,0.02552
950,0.02504
948,0.02340
946,0.02592
944,0.02177
942,0.02313
940,0.02074
938,0.02071
936,0.02663
934,0.02172
932,0.02075
930,0.02352
928,0.02057
926,0.02653
924,0.02254
922,0.02308
920,0.02328
918,0.02584
916,0.02544
914,0.02045
912,0.02208
910,0.01994
908,0.02491
906,0.02073
904,0.02011
902,0.01905
900,0.02609
898,0.02016
896,0.01885
894,0.02378
892,0.01892
890,0.02359
888,0.02359
886,0.02036
884,0.02020
882,0.02536
880,0.02656
878,0.02460
876,0.02636
874,0.02494
872,0.02022
870,0.01885
868,0.02650
866,0.02226
864,0.02345
862,0.02003
860,0.01938
858,0.02002
856,0.02548
854,0.02344
852,0.02125
850,0.02460
848,0.03064
846,0.03198
844,0.04726
842,0.05897
840,0.07910
838,0.10287
836,0.12627
834,0.15522
832,0.18923
830,0.20754
828,0.22330
826,0.22144
824,0.20488
822,0.18658
820,0.16116
818,0.12818
816,0.10215
814,0.07766
812,0.05487
810,0.04114
808,0.03404
806,0.02546
804,0.02596
802,0.02127
800,0.02513
798,0.02644
796,0.02420
794,0.02183
792,0.02383
790,0.01858
788,0.01920
786,0.02557
784,0.02309
782,0.02252
780,0.02482
778,0.02329
776,0.02044
774,0.01928
772,0.02300
770,0.02433
768,0.01847
766,0.02390
764,0.01971
762,0.02374
760,0.01833
758,0.02045
756,0.02057
754,0.02438
752,0.02544
750,0.02016
748,0.02325
746,0.02359
744,0.02345
742,0.02250
740,0.02414
738,0.02169
736,0.01903
734,0.02132
732,0.02289
730,0.02330
728,0.02215
726,0.02415
724,0.01861
722,0.02068
720,0.02043
718,0.02294
716,0.02508
714,0.02227
712,0.02429
710,0.02406
708,0.02289
706,0.02340
704,0.02139
702,0.02405
700,0.02388
698,0.01843
696,0.02503
694,0.01896
692,0.01770
690,0.01939
688,0.01923
686,0.02553
684,0.02000
682,0.02423
680,0.02096
678,0.02233
676,0.01991
674,0.02388
672,0.01826
670,0.02497
668,0.01843
666,0.01913
664,0.02484
662,0.02349
660,0.02338
658,0.02057
656,0.02175
654,0.02408
652,0.02049
650,0.02265
648,0.02280
646,0.02327
644,0.02227
642,0.02493
640,0.02236
638,0.02460
636,0.01838
634,0.02386
632,0.01804
630,0.01815
628,0.02088
626,0.01991
624,0.02311
622,0.02067
620,0.02431
618,0.02344
616,0.02502
614,0.02089
612,0.02196
610,0.02025
608,0.02484
606,0.01971
604,0.02206
602,0.02012
600,0.02219
598,0.02169
596,0.01756
594,0.01723
592,0.02016
590,0.01983
588,0.02503
586,0.02178
584,0.02316
582,0.01780
580,0.02235
578,0.01992
576,0.01788
574,0.02372
572,0.02486
570,0.02491
568,0.01844
566,0.02368
564,0.02146
562,0.01697
560,0.01799
558,0.01704
556,0.02249
554,0.01863
552,0.01962
550,0.02166
548,0.02478
546,0.01888
544,0.01710
542,0.02328
540,0.02172
538,0.02123
536,0.02208
534,0.02101
532,0.01979
530,0.02073
528,0.02040
526,0.01920
524,0.01732
522,0.02117
520,0.02217
518,0.01769
516,0.02295
514,0.02148
512,0.02011
510,0.02270
508,0.01759
506,0.02260
504,0.01696
502,0.02238
500,0.02142
498,0.01973
496,0.02043
494,0.01719
492,0.02145
490,0.01936
488,0.01840
486,0.02121
484,0.02150
482,0.01795
480,0.02099
478,0.01652
476,0.02200
474,0.01753
472,0.01805
470,0.02082
468,0.01938
466,0.01931
464,0.02282
462,0.02232
460,0.02060
458,0.01841
456,0.02227
454,0.01808
452,0.02249
450,0.01688
448,0.01680
446,0.01795
444,0.01948
442,0.01806
440,0.02193
438,0.02217
